GPS Time(s),Lat(deg),Lon(deg),height(m),SD_E(m),SD_N(m),SD_U(m)
377308.00000000,31.24189913,121.50203216,15.72600000,0.12000000,0.06300000,0.22600000
377309.00000000,31.24190734,121.50202220,15.70500000,0.12000000,0.06300000,0.22600000
377310.00000000,31.24191388,121.50201054,15.72500000,0.12000000,0.06300000,0.22700000
377311.00000000,31.24191913,121.50199787,15.73800000,0.12000000,0.06300000,0.22800000
377312.00000000,31.24192510,121.50198521,15.73100000,0.12000000,0.06300000,0.22900000
377313.00000000,31.24193055,121.50197164,15.68100000,0.12000000,0.06400000,0.23000000
377314.00000000,31.24193460,121.50195860,15.75100000,0.12000000,0.06400000,0.23100000
377315.00000000,31.24193738,121.50194565,15.79600000,0.12000000,0.06400000,0.23200000
377316.00000000,31.24194019,121.50193248,15.83600000,0.12000000,0.06400000,0.23300000
377317.00000000,31.24194422,121.50191919,15.83600000,0.12000000,0.06400000,0.23300000
377318.00000000,31.24194821,121.50190615,15.83400000,0.12100000,0.06500000,0.23600000
377319.00000000,31.24195093,121.50189330,15.82000000,0.12100000,0.06500000,0.23700000
377320.00000000,31.24195330,121.50188164,15.81800000,0.12100000,0.06500000,0.23800000
377321.00000000,31.24195482,121.50187260,15.82300000,0.12100000,0.06500000,0.23900000
377322.00000000,31.24195515,121.50186450,15.83200000,0.12100000,0.06600000,0.23900000
377323.00000000,31.24195691,121.50185725,15.79700000,0.12000000,0.06600000,0.24000000
377324.00000000,31.24195851,121.50185139,15.77700000,0.12000000,0.06600000,0.24100000
377325.00000000,31.24195803,121.50184936,15.78500000,0.12000000,0.06600000,0.24100000
377326.00000000,31.24195800,121.50184820,15.78700000,0.12000000,0.06700000,0.24200000
377327.00000000,31.24195789,121.50184785,15.78500000,0.12000000,0.06700000,0.24200000
377328.00000000,31.24195796,121.50184758,15.78900000,0.12000000,0.06700000,0.24300000
377329.00000000,31.24195778,121.50184713,15.78400000,0.12000000,0.06800000,0.24400000
377330.00000000,31.24195766,121.50184706,15.78200000,0.12000000,0.06800000,0.24500000
377331.00000000,31.24195774,121.50184705,15.79100000,0.12000000,0.06800000,0.24500000
377332.00000000,31.24195786,121.50184708,15.80400000,0.12000000,0.06800000,0.24600000
