GPS Time(s),Lat(deg),Lon(deg),height(m),SD_E(m),SD_N(m),SD_U(m)
367192.00000000,31.25932735,121.61597901,16.91100000,0.02200000,0.02200000,0.13700000
367193.00000000,31.25933475,121.61599091,16.86900000,0.01800000,0.01800000,0.11000000
367194.00000000,31.25934038,121.61600343,16.86200000,0.01300000,0.01300000,0.07600000
367195.00000000,31.25934644,121.61601533,16.86000000,0.00800000,0.00900000,0.02900000
367196.00000000,31.25935267,121.61602729,16.86400000,0.00700000,0.00800000,0.02600000
367197.00000000,31.25935930,121.61603942,16.86200000,0.00700000,0.00700000,0.02600000
367198.00000000,31.25936665,121.61605097,16.86500000,0.00700000,0.00700000,0.02700000
367199.00000000,31.25937425,121.61606235,16.87600000,0.00700000,0.00800000,0.03300000
367200.00000000,31.25938169,121.61607311,16.88900000,0.00800000,0.00800000,0.03700000
367201.00000000,31.25938934,121.61608341,16.90600000,0.00800000,0.00800000,0.03800000
367202.00000000,31.25939718,121.61609373,16.90100000,0.00700000,0.00800000,0.03300000
367203.00000000,31.25940515,121.61610455,16.89100000,0.00700000,0.00700000,0.02100000
367204.00000000,31.25941292,121.61611548,16.90200000,0.00700000,0.00700000,0.01900000
367205.00000000,31.25942060,121.61612583,16.91500000,0.00700000,0.00800000,0.01900000
367206.00000000,31.25942725,121.61613711,16.91500000,0.00900000,0.01000000,0.02100000
367207.00000000,31.25943424,121.61614821,16.91700000,0.00800000,0.01000000,0.02100000
367208.00000000,31.25944216,121.61615828,16.92100000,0.00800000,0.01000000,0.02100000
367209.00000000,31.25945034,121.61616816,16.91700000,0.00800000,0.01000000,0.02100000
367210.00000000,31.25945809,121.61617815,16.92400000,0.00800000,0.01000000,0.02100000
367211.00000000,31.25946519,121.61618837,16.93800000,0.00700000,0.01000000,0.02100000
367212.00000000,31.25947221,121.61619927,16.93700000,0.00800000,0.01000000,0.02100000
367213.00000000,31.25947974,121.61620991,16.96400000,0.00800000,0.01000000,0.02100000
367214.00000000,31.25948723,121.61622145,16.95500000,0.00800000,0.01000000,0.02100000
367215.00000000,31.25949464,121.61623372,16.92700000,0.00800000,0.01000000,0.02100000
367216.00000000,31.25950219,121.61624561,16.90400000,0.00800000,0.00900000,0.02200000
367217.00000000,31.25951046,121.61625579,16.90400000,0.00800000,0.00900000,0.02200000
367218.00000000,31.25951890,121.61626589,16.89900000,0.00800000,0.00900000,0.02400000
367219.00000000,31.25952669,121.61627711,16.90000000,0.00900000,0.01000000,0.02600000
367220.00000000,31.25953456,121.61628851,16.88300000,0.01100000,0.01100000,0.03000000
367221.00000000,31.25954275,121.61629989,16.87900000,0.01300000,0.01400000,0.03500000
367222.00000000,31.25955080,121.61631108,16.86500000,0.01700000,0.01900000,0.04100000
367223.00000000,31.25955847,121.61632210,16.87100000,0.02000000,0.02400000,0.04700000
367224.00000000,31.25956548,121.61633299,16.87700000,0.02200000,0.02900000,0.05300000
367225.00000000,31.25957203,121.61634441,16.88300000,0.02200000,0.03500000,0.05900000
367226.00000000,31.25957893,121.61635611,16.86400000,0.02500000,0.04000000,0.06600000
367227.00000000,31.25958543,121.61636766,16.85300000,0.03000000,0.04600000,0.07300000
367228.00000000,31.25959171,121.61637901,16.84200000,0.03400000,0.05100000,0.08000000
367229.00000000,31.25959793,121.61639012,16.83300000,0.03700000,0.05600000,0.08700000
367230.00000000,31.25960387,121.61640157,16.82700000,0.04000000,0.06100000,0.09400000
367231.00000000,31.25961073,121.61641300,16.82200000,0.04000000,0.06200000,0.09500000
367232.00000000,31.25961746,121.61642476,16.82300000,0.04100000,0.06600000,0.09900000
367233.00000000,31.25962349,121.61643682,16.84700000,0.04600000,0.07900000,0.11400000
367234.00000000,31.25963021,121.61644822,16.84600000,0.04600000,0.08400000,0.12000000
367235.00000000,31.25963737,121.61645950,16.86700000,0.04600000,0.08900000,0.12600000
367236.00000000,31.25964447,121.61647099,16.86300000,0.04600000,0.09400000,0.13100000
367237.00000000,31.25965113,121.61648276,16.87300000,0.04600000,0.09900000,0.13600000
367238.00000000,31.25965845,121.61649468,16.89300000,0.04500000,0.10200000,0.14000000
367239.00000000,31.25966665,121.61650558,16.91600000,0.04500000,0.10500000,0.14400000
367240.00000000,31.25967471,121.61651669,16.93700000,0.04600000,0.10800000,0.14700000
367241.00000000,31.25968302,121.61652771,16.96500000,0.04600000,0.10900000,0.14900000
367242.00000000,31.25969156,121.61653857,16.99400000,0.04600000,0.11000000,0.15100000
367243.00000000,31.25970013,121.61654973,17.02700000,0.04500000,0.10900000,0.15100000
367244.00000000,31.25970910,121.61656026,17.05800000,0.04400000,0.10800000,0.15100000
367245.00000000,31.25971845,121.61657075,17.09100000,0.04300000,0.10400000,0.15000000
367246.00000000,31.25972824,121.61658106,17.12200000,0.04100000,0.10000000,0.14800000
367247.00000000,31.25973776,121.61659151,17.15300000,0.03900000,0.09400000,0.14600000
367248.00000000,31.25974698,121.61660265,17.17900000,0.03600000,0.08700000,0.14200000
367249.00000000,31.25975631,121.61661406,17.22000000,0.03300000,0.07900000,0.13700000
367250.00000000,31.25976550,121.61662627,17.28700000,0.03000000,0.07100000,0.13200000
367251.00000000,31.25977475,121.61663818,17.27900000,0.02700000,0.06300000,0.12600000
367252.00000000,31.25978317,121.61665000,17.28700000,0.02400000,0.05500000,0.12000000
367253.00000000,31.25979175,121.61666095,17.29600000,0.02000000,0.04700000,0.11300000
367254.00000000,31.25980009,121.61667205,17.28700000,0.01900000,0.04000000,0.10500000
367255.00000000,31.25980905,121.61668251,17.29800000,0.01700000,0.03400000,0.09900000
367256.00000000,31.25981729,121.61669301,17.30100000,0.01500000,0.03100000,0.09100000
367257.00000000,31.25982464,121.61670432,17.30300000,0.01400000,0.02900000,0.08300000
367258.00000000,31.25983196,121.61671543,17.30000000,0.01400000,0.03000000,0.07500000
367259.00000000,31.25983853,121.61672650,17.24700000,0.01500000,0.04300000,0.06400000
367260.00000000,31.25984561,121.61673825,17.26200000,0.01600000,0.04700000,0.06000000
367261.00000000,31.25985401,121.61674913,17.27900000,0.01700000,0.04500000,0.05500000
367262.00000000,31.25986310,121.61675958,17.30700000,0.01700000,0.04100000,0.05100000
367263.00000000,31.25987225,121.61676924,17.32700000,0.01600000,0.03500000,0.04600000
367264.00000000,31.25988008,121.61678057,17.35300000,0.01500000,0.02900000,0.04100000
367265.00000000,31.25988745,121.61679234,17.37700000,0.01300000,0.02300000,0.03600000
367266.00000000,31.25989490,121.61680363,17.39700000,0.01000000,0.01700000,0.03200000
367267.00000000,31.25990318,121.61681458,17.42200000,0.00800000,0.01500000,0.02800000
367268.00000000,31.25991221,121.61682467,17.47100000,0.00700000,0.01400000,0.02600000
367269.00000000,31.25992093,121.61683596,17.45500000,0.00700000,0.01500000,0.02400000
367270.00000000,31.25992889,121.61684779,17.44500000,0.00700000,0.01500000,0.02400000
367271.00000000,31.25993682,121.61685842,17.45000000,0.00700000,0.01600000,0.02300000
367272.00000000,31.25994383,121.61686929,17.47400000,0.00700000,0.01700000,0.02300000
367273.00000000,31.25995085,121.61688064,17.49300000,0.00800000,0.01800000,0.02300000
367274.00000000,31.25995673,121.61689279,17.52400000,0.00800000,0.01800000,0.02300000
367275.00000000,31.25996158,121.61690564,17.56400000,0.00800000,0.01800000,0.02300000
367276.00000000,31.25996520,121.61691912,17.60500000,0.00800000,0.01800000,0.02300000
367277.00000000,31.25996785,121.61693160,17.64000000,0.00800000,0.01800000,0.02300000
367278.00000000,31.25997033,121.61694472,17.64900000,0.00800000,0.01800000,0.02300000
367279.00000000,31.25997164,121.61695809,17.65200000,0.00800000,0.01800000,0.02300000
367280.00000000,31.25997258,121.61697201,17.60300000,0.00800000,0.01800000,0.02300000
367281.00000000,31.25997297,121.61698666,17.51800000,0.00800000,0.01800000,0.02300000
367282.00000000,31.25997155,121.61700044,17.49100000,0.00800000,0.01800000,0.02200000
367283.00000000,31.25996912,121.61701369,17.49900000,0.00800000,0.01700000,0.02200000
367284.00000000,31.25996614,121.61702662,17.50300000,0.00800000,0.01700000,0.02100000
367285.00000000,31.25996361,121.61703946,17.48600000,0.00700000,0.01700000,0.02000000
367286.00000000,31.25996105,121.61705289,17.47900000,0.00700000,0.01600000,0.01900000
367287.00000000,31.25995809,121.61706596,17.47100000,0.00700000,0.01600000,0.01900000
367288.00000000,31.25995339,121.61707851,17.44100000,0.00700000,0.01500000,0.01800000
367289.00000000,31.25994775,121.61709038,17.41900000,0.00700000,0.01400000,0.01800000
367290.00000000,31.25994264,121.61710255,17.40100000,0.00700000,0.01200000,0.01800000
367291.00000000,31.25993764,121.61711470,17.38000000,0.00700000,0.01000000,0.01700000
367292.00000000,31.25993245,121.61712692,17.37000000,0.00700000,0.00800000,0.01700000
367293.00000000,31.25992704,121.61713909,17.36400000,0.00800000,0.00800000,0.01700000
367294.00000000,31.25992131,121.61715174,17.34900000,0.00800000,0.00800000,0.01700000
367295.00000000,31.25991589,121.61716427,17.35700000,0.00800000,0.00800000,0.01800000
367296.00000000,31.25991107,121.61717612,17.36500000,0.00800000,0.00900000,0.01800000
367297.00000000,31.25990611,121.61718787,17.38200000,0.00900000,0.00900000,0.01800000
367298.00000000,31.25990089,121.61719938,17.41200000,0.00700000,0.00800000,0.01700000
367299.00000000,31.25989506,121.61721071,17.41300000,0.00600000,0.00700000,0.01600000
367300.00000000,31.25988964,121.61722212,17.41000000,0.00600000,0.00700000,0.01500000
367301.00000000,31.25988406,121.61723409,17.39100000,0.00600000,0.00700000,0.01500000
367302.00000000,31.25987886,121.61724655,17.38800000,0.00600000,0.00700000,0.01500000
367303.00000000,31.25987389,121.61725915,17.39100000,0.00600000,0.00700000,0.01500000
367304.00000000,31.25986961,121.61727105,17.39000000,0.00600000,0.00700000,0.01500000
367305.00000000,31.25986442,121.61728283,17.39800000,0.00500000,0.00600000,0.01300000
367306.00000000,31.25985875,121.61729474,17.39400000,0.00400000,0.00500000,0.01200000
367307.00000000,31.25985328,121.61730700,17.38900000,0.00400000,0.00500000,0.01200000
367308.00000000,31.25984708,121.61731882,17.38000000,0.00400000,0.00500000,0.01200000
