187368,187368,-nan,-nan,-6292741.6544055268
187532,187532,31.3059822423,121.6940306280,87404.8782242327
187533,187533,31.3207001748,121.7106744602,94093.9212231604
187534,187534,31.3197572278,121.7299840606,99484.1565044964
187535,187535,31.3208952930,121.7315315819,102921.2684216129
187536,187536,31.3597886688,121.7043208298,89233.9900233735
187537,187537,31.3685169139,121.7389943674,110169.9961085758
187539,187539,31.4265963035,121.7640455589,116093.3967387857
187541,187541,31.3695072274,121.7641950725,131789.0814550243
187542,187542,31.4322997666,121.7694538066,122605.1558810151
187543,187543,31.4678316765,121.7744507550,136182.1650322204
187544,187544,31.2881768626,121.7153469633,151668.2361502203
187545,187545,31.3163099337,121.7786250643,154773.4482685899
187547,187547,31.4210215846,121.8197441630,168720.8632878685
187548,187548,31.4068344811,121.8443846131,162627.3658556135
187549,187549,31.4327538211,121.8088234912,159021.7011685728
187550,187550,31.5156640929,121.8211754807,153417.3104025151
187551,187551,31.4700651582,121.8167005286,177906.2459114876
187552,187552,31.5077236412,121.7756117143,165121.3199327277
187553,187553,31.4926297169,121.7660897968,173875.4229250666
187555,187555,31.5244462963,121.8066507391,176559.6361232104
187557,187557,31.4088659496,121.7369304523,182267.0555235938
187558,187558,31.4911213318,121.7428802909,155894.9508146727
187559,187559,31.4766515588,121.8781744864,190706.3874711236
187560,187560,31.6394531267,121.7700295742,130203.4739190519
187561,187561,31.4112029088,121.9186514142,155029.8412733337
187563,187563,31.3486333546,122.0101255360,146558.5635683596
187564,187564,31.4621366007,121.8797523805,143664.8814630590
187565,187565,31.4620013646,121.8733300521,150175.4990706210
187566,187566,31.4738394736,121.8997099339,149747.2185077185
187567,187567,31.5064571527,121.8335790259,135667.1163901774
187569,187569,31.4079367242,121.8688192699,154595.1475235471
187570,187570,31.3896032680,121.8856562470,161203.7395340411
187571,187571,31.4070191023,121.8825821831,153373.4084928951
187572,187572,31.4722365064,121.8133212015,149203.1271901304
187573,187573,31.4925164290,121.7544711295,148525.0164130058
187574,187574,31.5564046477,121.5446136277,108748.7269315948
187575,187575,31.3787895278,121.8856162320,147015.3301057609
187576,187576,31.6923296251,121.4854942615,64123.2745321156
187577,187577,31.2938668468,121.8635076366,142724.1295272442
187578,187578,31.2267716791,121.5285437741,133.9275807272
187580,187580,31.3422866140,121.8978376808,140357.0143151569
187581,187581,31.3777364305,121.9287145406,143239.2410372897
187582,187582,31.3536738399,121.9116114363,151427.8861172777
187583,187583,31.4260208695,121.8692010233,117269.6122560281
187584,187584,31.4264755320,121.8456184927,120585.1799040937
187586,187586,31.6340076877,121.7625414360,88065.1058761320
187588,187588,31.5955669358,121.7399593094,88576.3315531976
187589,187589,31.6016390725,121.7206628485,95412.1221818678
187590,187590,31.6206557009,121.8344342308,116392.3185186978
187591,187591,31.6164575366,121.8419331502,115904.5031514858
187592,187592,31.6331101386,121.8520221476,121065.8241332443
187594,187594,31.4545166341,121.9783044709,158337.6978414132
187595,187595,31.4274589963,121.8824326504,117433.0704409563
187596,187596,31.3732122309,121.9066504623,121296.0512846944
187597,187597,31.3749239889,121.9516245539,127388.8509212445
187598,187598,31.3589774392,121.9530225169,137511.1428876488
187599,187599,31.3574347132,121.8960604674,128407.4262341718
187600,187600,31.2635116249,121.9070561120,99361.6894116103
187601,187601,31.2528772853,122.0123492810,108185.9650247411
187602,187602,31.2351810319,121.9695127905,107722.0413018979
187603,187603,31.3614509175,121.7309795651,55660.6365113529
187604,187604,31.3860522840,121.7555384814,53552.1488566504
187605,187605,31.3437129930,121.7263128538,53870.0517863374
187606,187606,31.4074251561,121.7341031756,57424.4223273047
187607,187607,31.3619475295,121.7667505317,63338.0562036660
187608,187608,31.4285017487,121.7119575322,55432.3621809870
187609,187609,31.4440609179,121.6925366732,49862.1700033782
187610,187610,31.4523359859,121.6794671095,44219.1622424748
187611,187611,31.2264874462,121.5289036330,150.4900734987
187612,187612,31.2265301259,121.5288293116,132.6233864713
187613,187613,31.5889033317,121.6739214245,43196.8167298978
187614,187614,31.2258645601,121.5288267964,63.7615988265
187615,187615,31.4994600308,121.6632619049,33416.9285481588
187616,187616,31.2258479237,121.5288780181,70.3048395720
187617,187617,31.7464217424,121.6504654286,-5010.7632218109
187618,187618,31.5163571784,121.6810053275,32018.8288980098
187619,187619,31.4943770206,121.6568403344,32470.8398411554
187621,187621,31.5351706395,121.7831038844,41784.6267630003
187622,187622,31.6180376179,121.6034915535,40188.7318818738
187624,187624,31.6094182362,121.6531054989,37587.9369174044
187625,187625,31.5119726659,121.6665246316,33699.3121405347
187626,187626,31.6492343454,121.6461118038,44523.7754551687
187627,187627,31.7029983682,121.6056958904,48271.0124281003
187629,187629,31.6813661101,121.6049373342,44886.1893534904
187630,187630,31.7470223362,121.6233414592,47821.4595698953
187631,187631,31.6636753699,121.6408686117,46953.2958113878
187632,187632,31.5943646699,121.6416546176,45095.7139796531
187633,187633,31.4942847656,121.7140801720,37310.2125603530
187634,187634,31.4473746010,121.8406914312,79570.9909596012
187635,187635,31.2262449026,121.5289297548,58.9601676574
187636,187636,31.2263248769,121.5288135697,25.5598576653
187637,187637,31.6261971242,121.5752778267,47543.4591682784
187638,187638,31.2263845162,121.5287967777,23.1899387643
187639,187639,31.2265056620,121.5287442671,15.6492115168
187641,187641,31.2264789925,121.5287864658,33.9329371127
187642,187642,31.2264937083,121.5287904973,32.9943685394
187643,187643,31.2266016542,121.5287818668,30.6989296095
187644,187644,31.2265458771,121.5288073047,24.6660369509
187645,187645,31.2263751346,121.5288146167,35.0583877763
187646,187646,31.2263476576,121.5288170798,40.5490276829
187647,187647,31.2263481709,121.5288107059,45.0028847384
187649,187649,31.2265164001,121.5287230969,34.4109674336
187650,187650,31.2263833310,121.5288453574,48.3813615469
187651,187651,31.2265593448,121.5287196365,32.9654531793
187652,187652,31.2265539953,121.5287479369,36.5058558841
187653,187653,31.2265554894,121.5286561704,14.3542035522
187654,187654,31.2265549532,121.5289240547,85.7369845305
187656,187656,31.2266292689,121.5287500517,31.0414194396
187657,187657,31.2266300176,121.5287577850,27.9085739695
187658,187658,31.2266479817,121.5287767996,39.3656332770
187659,187659,31.2266521473,121.5287991657,32.8824679929
187660,187660,31.2268768727,121.5289547152,118.6805146170
187661,187661,31.2268377624,121.5290689835,146.7233063595
187662,187662,31.2268296152,121.5286131077,-14.7147211241
187663,187663,31.2268301815,121.5287789791,23.4983201094
187664,187664,31.2268199564,121.5288038902,20.8702439527
187666,187666,31.2267539287,121.5285938442,-43.3151821754
187667,187667,31.2267780594,121.5287389533,-6.0024061423
187668,187668,31.2267273731,121.5286640860,-31.8271935824
187669,187669,31.2267030020,121.5288969983,15.3941867255
187670,187670,31.2266904361,121.5289329190,17.9818264235
187671,187671,31.2266392206,121.5288165027,-9.8017394017
187672,187672,31.2267910381,121.5288592857,58.2150056262
187673,187673,31.2267720545,121.5290108403,49.5873636747
187677,187677,31.2268151677,121.5295255188,259.5209904350
187678,187678,31.2268354144,121.5289200873,75.0243962579
187679,187679,31.2267116174,121.5288738405,9.4896694484
187680,187680,31.2850047767,121.6867918570,81092.1292639962
187681,187681,31.2870559951,121.7042310110,76554.4287394762
187685,187685,31.3157433105,121.6888786430,83195.6893289462
187686,187686,31.2981455753,121.6526141890,69590.2947799069
187687,187687,31.2785961375,121.7508508147,128182.3967586546
187688,187688,31.2646357479,121.7475994675,116382.5794309656
187689,187689,31.2682753994,121.7542403743,97543.2137344606
187690,187690,31.2577573557,121.7650931438,129368.9452242003
187691,187691,31.2883472871,121.8162212429,140046.4287911744
187692,187692,31.2868599338,121.8502202966,173982.1061520870
187693,187693,31.3410109098,121.7592204624,138303.3808951439
187694,187694,31.3054162868,121.7898225856,143306.8859428135
187695,187695,31.3353697839,121.8256623381,139644.4087671674
187696,187696,31.3138606867,121.8305399981,122035.8798248826
187697,187697,31.2425193581,121.7986241736,113551.9048677734
187698,187698,31.3807467989,121.7009357758,172578.2714501475
187699,187699,31.4266588005,121.7758110772,116153.0620630739
187700,187700,31.2593050893,121.9781915340,140636.8109338208
187701,187701,31.2407584955,121.9783158777,114560.6170138860
187703,187703,31.3829126133,121.7471600474,87755.4073843480
187704,187704,31.3970302757,121.6909905863,55841.9219927259
187705,187705,31.4794353852,121.6696993812,80232.9216473269
187706,187706,31.2266813939,121.5290393099,40.8796731511
187707,187707,31.2268255982,121.5290780554,60.1595011615
187708,187708,31.2268066250,121.5290947542,58.6060399750
187709,187709,31.2269052396,121.5290353592,74.4468253508
187712,187712,31.2267969614,121.5289094646,57.7596250312
187713,187713,31.4884330645,121.7320256347,130799.6812828863
187715,187715,31.4144470529,121.6681417266,66936.4245717384
187716,187716,31.6153727998,121.5226876715,74074.9083914331
187717,187717,31.5242363176,121.5747788461,71531.8801487713
187718,187718,31.5125431476,121.5709388675,71171.9083131949
187720,187720,31.4686211815,121.6233600612,90488.3702547564
187721,187721,31.5028108259,121.6336368651,89791.5372194389
187722,187722,31.4235184092,121.6282545020,85011.5547351549
187723,187723,31.4774696608,121.6947167681,87032.9309079707
187724,187724,31.5580157079,121.7321539191,84203.8756677514
187726,187726,31.4210038821,121.8613385044,119908.8772413627
187727,187727,31.4798094572,121.8046926555,117756.7836186288
187728,187728,31.3863458626,121.8740779441,139119.7218195327
187729,187729,31.2267118388,121.5291897172,23.4352453515
187730,187730,31.2266920106,121.5291808295,28.4844863354
187733,187733,31.2266931379,121.5291865995,28.3242090451
187734,187734,31.2267061397,121.5291614812,31.4669471630
187735,187735,31.2264827486,121.5291615887,146.5878451487
187736,187736,31.2265127182,121.5290008272,98.4984226134
187737,187737,31.2267488647,121.5289311302,117.5035079676
187738,187738,31.2267716115,121.5289467682,136.5127206182
187739,187739,31.2267692831,121.5289326311,140.2174700826
187741,187741,31.2270314864,121.5286849915,151.1470619924
187742,187742,31.8165645898,121.3721080044,124066.3966453260
187743,187743,31.4293260091,121.6558833031,91754.2379207250
187744,187744,31.4288186176,121.6453735369,77787.1571539257
187745,187745,31.4536461459,121.6724491846,91125.1453449463
187747,187747,31.2269596212,121.5287017993,154.9513706802
187748,187748,31.4557133232,121.6822318348,88957.8109663601
187749,187749,31.5202078671,121.6772168750,116574.1215426963
187750,187750,31.5350946300,121.6539021940,112533.0400319410
187751,187751,31.4389918816,121.6930594990,92395.6774713727
187752,187752,31.4191110476,121.7059207315,90429.0983654368
187753,187753,31.4594649166,121.7040024149,83578.0945284104
187755,187755,31.4223661977,121.6575346607,73346.8726137063
187756,187756,31.3892827794,121.6513252121,70884.4707141993
187757,187757,31.3841284116,121.6281440966,60689.1743108365
187758,187758,31.2269860594,121.5287212130,134.8570583835
187759,187759,31.2269835106,121.5288252469,95.4750918362
187760,187760,31.2270868845,121.5287961475,144.6173802382
187761,187761,31.2270991450,121.5287893062,152.7500466120
187762,187762,31.2270983782,121.5287495811,175.7985051323
187763,187763,31.2271591159,121.5287305689,174.1794128901
187764,187764,31.2271599489,121.5287687777,155.1403911785
187765,187765,31.2273090154,121.5287005137,177.7126896621
187766,187766,31.2270846963,121.5288361358,130.6700015977
187767,187767,31.2271389021,121.5288034640,131.3038648414
187768,187768,31.6915646116,121.5359528447,68893.9846230656
187770,187770,31.4971999027,121.5737384109,48765.4301579505
187773,187773,31.2270791280,121.5287664054,136.6604366349
187774,187774,31.2271336480,121.5289903601,87.9655631455
187775,187775,31.2271845430,121.5289398919,78.5108270737
187776,187776,31.2267787867,121.5291548810,43.2252448451
187777,187777,31.2271732288,121.5289386170,72.9879655530
187778,187778,31.2271377167,121.5288509501,102.7230697785
187779,187779,31.2270844471,121.5287513778,111.8000731969
187780,187780,31.2270767786,121.5287887248,104.9643602317
187782,187782,31.2271391386,121.5288800748,106.8048933685
187783,187783,31.2271364508,121.5288815117,89.2666543933
187784,187784,31.2271552422,121.5288298324,107.3960417198
187785,187785,31.4462163074,121.6684158484,65174.5120688193
187786,187786,31.4437036354,121.6526529348,60672.5731709281
187787,187787,31.2271665492,121.5288296522,102.9669534315
187788,187788,31.2271347697,121.5288849250,84.1775203097
187789,187789,31.2270512633,121.5289324128,88.5349219879
187790,187790,31.4609492601,121.6234851111,45644.0679582349
187791,187791,31.2270973954,121.5289849074,84.1920715456
187792,187792,31.4105581771,121.6791142245,40505.2956800128
187793,187793,31.3973203405,121.6714236353,55911.3221720398
187794,187794,31.4293994993,121.6940248587,60508.8817014112
187795,187795,31.4344334073,121.6941149957,62214.4790841003
187796,187796,31.4143671561,121.7121524186,86988.5825003607
187797,187797,31.4215266314,121.7254538029,76474.5798852494
187798,187798,31.4008185100,121.7252693484,73813.0533340412
187799,187799,31.4150709091,121.7061480679,67977.4028493710
187802,187802,31.3712326507,121.7166552101,77655.3518908774
187803,187803,31.4057110017,121.7352314937,90077.2931390653
187805,187805,31.2268794093,121.5288823919,255.4780927663
187806,187806,31.2269293353,121.5288597437,149.3357053542
187807,187807,31.2270728443,121.5287972267,169.3423197649
187808,187808,31.2270861204,121.5287883794,159.6373394055
187809,187809,31.2270066494,121.5288840800,136.2007662992
187810,187810,31.2270215200,121.5288049513,164.0294730356
187811,187811,31.2269192131,121.5288716045,146.0856918718
187813,187813,31.4121502939,121.8086950901,112991.2902556416
187814,187814,31.3857850656,121.8276916710,118671.6858840999
187815,187815,31.3830176066,121.7778796582,102749.7014113226
187816,187816,31.4046106161,121.7768231156,100950.3226595437
187817,187817,31.3680291050,121.7544540428,87664.6286020285
187818,187818,31.2268305627,121.5288649332,131.3659585920
187819,187819,31.2269065188,121.5288891391,128.2078435282
187820,187820,31.3861669369,121.7690713634,84384.8131960390
187821,187821,31.4008410007,121.7547692015,79621.0729391266
187823,187823,31.3811994498,121.7278663950,81881.6031404369
187824,187824,31.3587890438,121.7302003410,82795.6661633210
187825,187825,31.3623194457,121.7175402707,75274.1802045008
187826,187826,31.3624366243,121.7254459164,80510.9349274277
187827,187827,31.3656899085,121.7655859474,100216.3909068574
187828,187828,31.4622625193,121.6366457265,75737.9629594937
187829,187829,30.9224099372,121.9206293815,255327.1395577992
187830,187830,31.2269759986,121.5289163764,153.7778433558
187831,187831,31.2266986387,121.5291167714,214.0365657321
187833,187833,31.2265239515,121.5293491443,366.2767266311
187834,187834,31.2267122380,121.5292292878,279.6986860693
187835,187835,31.4675741081,121.6657485321,81655.7940825333
187837,187837,31.4423190084,121.6831066438,82409.9418859682
187838,187838,31.4575694978,121.6667065325,82012.1092336653
187839,187839,31.3449669878,121.6963960152,60183.6804709101
187840,187840,31.2566076372,121.7863188149,95915.4651897642
187841,187841,31.3969724427,121.6026349331,39773.8559242560
187842,187842,31.3976226170,121.6062200924,36525.1425551638
187843,187843,31.4125484278,121.5992670376,33944.2927003055
187844,187844,31.4357859345,121.5906741334,30506.7494365973
187845,187845,31.2269402595,121.5288556409,116.1074260697
187846,187846,31.2265519174,121.5290239920,163.9844532841
187847,187847,31.2268984103,121.5288764683,111.5503788284
187848,187848,31.2269457128,121.5288778756,122.1385247888
187849,187849,31.2269611716,121.5288856842,112.1142428351
187851,187851,31.2946108308,121.7374108783,65203.8010675373
187853,187853,31.2269426433,121.5288660163,110.6163276731
187854,187854,31.2736558762,121.7165989282,69904.3918892543
187855,187855,31.2937284888,121.6939820902,69448.5133919541
187856,187856,31.3083846516,121.6645648301,62809.9453978286
187857,187857,31.3386815580,121.6138890960,43560.4716631543
187858,187858,31.2685594435,121.7361082810,88527.4267106430
187859,187859,31.2597587271,121.7579920789,88732.8372048433
187862,187862,31.2606073829,121.8198504707,110298.7332955426
187863,187863,31.2741651292,121.8368147222,113837.1324447121
187864,187864,31.3228661594,121.7898535555,117082.4377113926
187865,187865,31.3014105348,121.7782189250,105832.2977353970
187866,187866,31.2562875731,121.7945504206,109846.6585602429
187867,187867,31.3116291676,121.8096758981,115659.6227148225
187868,187868,31.4029224579,121.9052716584,143838.9530005096
187869,187869,31.3170921737,121.7649582121,97313.2025515080
187870,187870,31.3072911359,121.7912207745,104989.3146074644
187872,187872,31.2268789090,121.5290957854,143.8170597668
187873,187873,31.2269217438,121.5290870014,125.4534454255
187874,187874,31.2269249013,121.5290585524,134.3493177247
187875,187875,31.3021641425,121.7541397588,102412.6436514177
187876,187876,31.2998571394,121.7559007706,99382.0890213247
187877,187877,31.2269586241,121.5290151801,140.1692606743
187878,187878,31.2269733926,121.5290157768,125.9303965283
187879,187879,31.2744715961,121.7435597422,120246.2989129049
187880,187880,31.2804394016,121.7305134068,115765.7957255735
187882,187882,31.2723071133,121.7320024650,122150.5641430227
187883,187883,31.2893211183,121.7629834917,109103.9463839955
187884,187884,31.2977420631,121.7652827012,110775.5164223897
187885,187885,31.2908525836,121.7729672993,107290.9855044567
187886,187886,31.2559776525,121.7357230009,124562.6207264071
187887,187887,31.2661654954,121.7568825189,138988.4980996566
187888,187888,31.2623719926,121.7933379133,159420.9912497676
187889,187889,31.3223308275,121.8166310275,138042.3612835745
187890,187890,31.3368790228,121.8262750568,139568.5286457132
187891,187891,31.3346586406,121.8321695201,148663.4969175500
187893,187893,31.3309664527,121.8088758264,142298.0180005335
187894,187894,31.3490383513,121.8277558004,149609.9242309341
187895,187895,31.3083200412,121.8148265626,142024.2769342357
187896,187896,31.4475956050,121.6812287979,106719.4512488619
187897,187897,31.4705327735,121.6688085702,106728.1060295525
187898,187898,31.3784395573,121.7361433359,107194.0414468256
187900,187900,31.3991301463,121.7427201113,109952.4711100425
187901,187901,31.3783196815,121.7217784493,99454.0897533198
187902,187902,31.3695104895,121.6854150953,109233.8794433113
187903,187903,31.3693017986,121.6973097246,102944.7112988171
187905,187905,31.4725251082,121.6938681390,101198.5509580279
187906,187906,31.3775560705,121.7461102276,95927.6235696220
187908,187908,31.3750881919,121.7326486570,95014.4022711138
187909,187909,31.4623868497,121.7082423378,87135.0084045875
187910,187910,31.4830900520,121.6886063096,79947.4355358714
187911,187911,31.4121322495,121.7197854498,69529.2393080466
187915,187915,31.4272886301,121.7351371019,67975.6705139945
187916,187916,31.6757701297,121.6065103528,58986.8973373150
187917,187917,31.2267212636,121.5290537523,79.6653432515
187918,187918,31.2268693390,121.5289858075,101.3125930104
187919,187919,31.2267698105,121.5290459821,107.1570469074
187920,187920,31.2267792711,121.5290111196,115.5765922313
187921,187921,31.2268002394,121.5289847000,101.0532849279
187923,187923,31.4461697940,121.6725946051,62498.5852307642
187924,187924,31.5371414918,121.6195714812,38829.3568979113
187926,187926,31.2265802980,121.5290536435,111.1974725294
187927,187927,31.6382097793,121.5713178709,55965.8198844011
187928,187928,31.6542290152,121.5526156234,58386.5823677759
187929,187929,31.3983841370,121.8078025436,115816.7541153419
187930,187930,31.4079787255,121.8181574120,115577.8476051664
187931,187931,31.2993747181,121.8099470284,125333.9579853675
187933,187933,31.2655765544,121.8092640747,145906.0351212568
187934,187934,31.5256863471,121.7285083158,97148.0048971469
187935,187935,31.5030157611,121.7182269954,94192.4115373510
187936,187936,31.7551438505,121.6262411636,74705.0464857812
187937,187937,31.5186196577,121.7300696073,82330.7464796890
187938,187938,31.5139084810,121.7364724876,86382.9752594709
187939,187939,31.4720907457,121.7879197466,83769.6221882502
187941,187941,31.5014861661,121.7656092259,91374.2340042730
187942,187942,31.4688059929,121.7566291937,104243.0750152014
187943,187943,31.2773220917,121.8699355432,144261.3712135972
187944,187944,31.2036436769,121.8863022198,160572.8556503965
187945,187945,31.2859340933,121.8625092225,143795.2950389932
187946,187946,31.2835796204,121.8492988101,132929.6769066339
187947,187947,31.3564262389,121.8070056495,133947.8094361250
187948,187948,31.3638696515,121.8218713631,137588.7637782534
187949,187949,31.2197035378,121.8787678976,147099.0857297969
187950,187950,31.2825217166,121.8915949307,149913.0412402319
187951,187951,31.3166393277,121.9174807547,138575.8537095118
187952,187952,31.3112186101,121.9460199032,149162.2821970347
187953,187953,31.3008733657,121.9525997544,153494.7576540892
187954,187954,31.3140777348,121.9704533280,155629.8206106042
187955,187955,31.3251499914,121.9721516480,152821.9417540775
187956,187956,31.3104241481,121.9522312262,152351.1451614147
187957,187957,31.3210250017,121.9597912451,157125.1929037824
187958,187958,31.3370801258,121.9649006816,153231.4935119067
187959,187959,31.3312014146,121.9925788229,157735.1274244236
187960,187960,31.3351914753,121.9814351515,148864.8913626618
187961,187961,31.3416757117,121.9846977241,148444.1713562621
